Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",13.9556,8.9934,22.5888,2.81058,32,32,0,0,,199.765,797.146,160.057,68.4694,62.3839,20.3538,43.5537,0.3643,7.1201,242.335,10.9179,1.96222,5.56405,0.917,0.304003,0.054637,0.24936598911881447,0.214418,1.01925,0.288772,0.771727,0.423339,,2.79449,5.85914,5.79614,6,,,,,,,1149,5.745,1071,5.355,4.1,3.68,3.4,3.19,2.99,2.81,2.63,2.43,2.18,3.57,3.38,3.26,3.16,3.06,2.97,2.88,2.77,2.63,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.0035,9.6441,21.3027,2.9088,32,32,0,0,,193.982,785.032,157.64,68.9684,62.6948,17.5445,51.5688,0.5024,7.1666,236.861,10.9895,2.3926,4.59312,0.814,0.301722,0.0656901,0.23603204637765884,0.217046,1.0785,0.29688,0.759507,0.443686,,2.77718,5.68739,5.74041,10.4399995803833,,,,,,,1100.4,5.6721649484536085,1033,5.324742268041237,4.27,3.83,3.54,3.3,3.1,2.91,2.72,2.51,2.25,3.74,3.54,3.39,3.28,3.17,3.07,2.97,2.85,2.69,"Paul Skenes","33677",694973
"Garrett Crochet","BOS",13.494,9.0644,20.7599,3.01095,32,32,0,0,,192.855,773.587,157.432,70.6395,64.5197,19.5212,49.7123,0.4928,6.0046,238.804,11.1443,2.31993,4.80372,0.911,0.308697,0.0642621,0.24443494528532028,0.219304,1.07409,0.300103,0.759142,0.455553,,2.84123,5.59028,5.38187,10.329999923706055,,,,,,,1084,5.616580310880829,1015,5.259067357512953,4.38,3.93,3.64,3.4,3.2,3.01,2.81,2.6,2.34,3.83,3.63,3.49,3.38,3.27,3.17,3.07,2.95,2.8,"Garrett Crochet","27463",676979
"Cristopher Sánchez","PHI",12.954,9.9382,21.096,3.15572,32,32,0,0,,198.055,812.7,183.283,77.3451,69.4451,17.6489,50.0054,0.4957,6.6796,192.491,8.74717,2.27234,3.84941,0.802,0.236854,0.06153,0.1753239631652832,0.242434,1.1779,0.303429,0.747643,0.544945,,3.20839,4.69139,5.10095,32.779998779296875,,,,,,,981,4.954545454545454,969,4.893939393939394,4.61,4.16,3.86,3.63,3.42,3.23,3.03,2.81,2.54,4.03,3.83,3.7,3.59,3.49,3.4,3.3,3.18,3.03,"Cristopher Sanchez","20778",650911
"Jacob deGrom","TEX",12.0381,9.6435,18.2725,3.46414,30.78,30.78,0,0,,184.508,754.017,159.497,76.5696,71.0179,24.6831,41.4038,0.4637,5.6325,214.235,10.45,2.01961,5.17429,1.204,0.284125,0.054911,0.22921406850218773,0.225604,1.08885,0.288026,0.747433,0.378991,,3.3168,4.29739,3.66426,37.66999816894531,,,,,,,935.1,5.054594594594595,887,4.794594594594595,4.94,4.44,4.12,3.86,3.63,3.41,3.2,2.96,2.66,4.37,4.13,3.96,3.83,3.7,3.59,3.46,3.32,3.14,"Jacob deGrom","10954",594798
"Cole Ragans","KCR",11.7625,8.5964,17.6468,3.21847,29.16,29.16,0,0,,172.018,709.646,138.489,66.9504,61.515,17.8134,62.1593,0.5968,5.6282,210.505,11.0136,3.25218,3.38654,0.932,0.296634,0.087592,0.20904182642698288,0.215763,1.16644,0.291811,0.760903,0.399122,,3.2161,4.25593,4.34456,52.88999938964844,,,,,,,910.5999999999999,5.294186046511627,844,4.906976744186046,4.69,4.2,3.87,3.62,3.39,3.18,2.97,2.74,2.46,4.08,3.86,3.71,3.59,3.48,3.37,3.25,3.13,2.96,"Cole Ragans","21846",666142
"Chris Sale","ATL",11.9487,7.6029,17.7306,3.19315,27.54,27.54,0,0,,168.535,685.659,139.879,65.0077,59.7953,18.0894,44.2113,0.5232,8.6057,205.511,10.9746,2.36095,4.64838,0.966,0.299728,0.06448,0.23524784296751022,0.221033,1.0923,0.297598,0.750055,0.416999,,3.03184,4.14904,4.3124,30.889999389648438,,,,,,,918.2,5.433136094674556,864,5.112426035502959,4.65,4.16,3.84,3.58,3.36,3.15,2.94,2.72,2.43,4.03,3.82,3.67,3.55,3.45,3.34,3.23,3.11,2.95,"Chris Sale","10603",519242
"Logan Webb","SFG",12.4355,10.5597,20.7304,3.32126,32,32,0,0,,199.392,830.798,193.828,81.8613,73.5813,16.8154,46.9243,0.7552,6.0524,187.303,8.45434,2.11804,3.99159,0.759,0.225449,0.056481,0.16896802559494972,0.249193,1.20743,0.308543,0.731506,0.546891,,3.1498,4.06241,3.91011,55.66999816894531,,,,,,,974.1000000000003,4.894974874371861,989,4.969849246231155,4.8,4.35,4.05,3.81,3.6,3.41,3.21,2.99,2.71,4.19,4.01,3.88,3.77,3.68,3.58,3.48,3.37,3.22,"Logan Webb","17995",657277
"Sonny Gray","STL",12.2928,10.2253,18.9584,3.44955,32,32,0,0,,191.269,792.988,174.779,80.0485,73.3101,21.5496,48.5816,0.525,5.926,200.38,9.42873,2.28597,4.12461,1.014,0.25269,0.061264,0.1914260946214199,0.236674,1.16778,0.29664,0.741815,0.441691,,3.35947,3.956,3.86825,133.44000244140625,,,,,,,922.8000000000002,4.831413612565446,904,4.732984293193717,4.91,4.44,4.13,3.89,3.67,3.46,3.26,3.03,2.74,4.3,4.1,3.96,3.85,3.74,3.64,3.54,3.42,3.26,"Sonny Gray","12768",543243
"Zack Wheeler","PHI",10.9495,8.4072,17.0433,3.20374,27.54,27.54,0,0,,164.504,668.172,137.746,63.746,58.5586,19.0093,41.0805,0.5218,7.2951,189.9,10.3894,2.24751,4.62263,1.04,0.284208,0.0614819,0.2227260135114193,0.222244,1.08707,0.288977,0.756047,0.415543,,3.21081,3.94363,4.26418,126.11000061035156,,,,,,,864.5,5.239393939393939,814,4.933333333333334,4.66,4.17,3.85,3.6,3.38,3.17,2.96,2.74,2.45,4,3.81,3.68,3.57,3.47,3.37,3.27,3.15,3,"Zack Wheeler","10310",554430
"Dylan Cease",,11.8944,10.2601,17.3688,3.60485,32,32,0,0,,184.857,777.364,156.746,80.0423,74.0425,21.998,69.6751,1.1785,5.8885,214.594,10.4478,3.39222,3.07992,1.071,0.276053,0.08963,0.18642296642065048,0.223349,1.22484,0.289651,0.748267,0.382,,3.58672,3.74678,3.58628,79.88999938964844,,,,,,,892.2,4.822702702702703,841,4.545945945945946,5.07,4.59,4.28,4.02,3.8,3.59,3.38,3.14,2.85,4.43,4.23,4.09,3.98,3.88,3.78,3.67,3.55,3.39,"Dylan Cease","18525",656302
"Framber Valdez",,11.9143,9.9646,18.7756,3.47021,30.78,30.78,0,0,,187.729,784.164,177.72,80.1705,72.3843,15.8735,61.8463,0.4164,7.7311,176.075,8.44128,2.965,2.84697,0.761,0.224538,0.0788691,0.14566902816295624,0.248703,1.27613,0.309672,0.733382,0.559,,3.4704,3.67911,3.7889,98.55999755859375,,,,,,,873.6000000000001,4.646808510638299,874,4.648936170212766,5,4.53,4.22,3.97,3.75,3.54,3.33,3.1,2.81,4.36,4.17,4.03,3.92,3.82,3.73,3.62,3.51,3.35,"Framber Valdez","17295",664285
"Max Fried","NYY",12.7483,9.1945,19.4937,3.33999,30.78,30.78,0,0,,189.434,791.286,177.73,77.7935,70.3008,18.8592,54.4602,0.6314,7.4405,178.842,8.49676,2.5874,3.2839,0.896,0.226014,0.0688249,0.15718892961740494,0.243671,1.22571,0.298807,0.750274,0.506053,,3.52149,3.64735,3.70867,53.88999938964844,,,,,,,877.1000000000001,4.640740740740742,873,4.619047619047619,4.83,4.37,4.06,3.82,3.6,3.4,3.19,2.97,2.68,4.22,4.02,3.89,3.78,3.67,3.58,3.47,3.36,3.2,"Max Fried","13743",608331
"Yoshinobu Yamamoto","LAD",11.426,7.7179,15.869,3.41892,27.54,27.54,0,0,,161.291,667.044,142.934,67.1683,61.2714,17.6524,49.7488,0.4249,5.4304,172.72,9.63771,2.77597,3.47184,0.985,0.258933,0.074581,0.18435217440128326,0.233604,1.19463,0.297234,0.747247,0.481219,,3.44253,3.61443,3.55723,24.559999465942383,,,,,,,779.2,4.839751552795032,752,4.670807453416149,4.98,4.47,4.13,3.87,3.64,3.42,3.2,2.96,2.66,4.29,4.09,3.95,3.83,3.73,3.62,3.52,3.4,3.23,"Yoshinobu Yamamoto","33825",808967
"Hunter Brown","HOU",11.9721,9.6928,17.6583,3.6296,30.78,30.78,0,0,,184.176,769.968,164.993,81.0571,74.2763,20.8733,60.8614,0.5467,7.1738,200.105,9.77835,2.97406,3.28788,1.02,0.259887,0.0790441,0.18084309250116348,0.235056,1.2263,0.299654,0.736389,0.472851,,3.54371,3.58668,3.28171,32.779998779296875,,,,,,,870.3000000000002,4.729891304347827,843,4.581521739130435,5.16,4.67,4.35,4.09,3.86,3.65,3.43,3.19,2.89,4.52,4.31,4.17,4.05,3.94,3.83,3.72,3.6,3.43,"Hunter Brown","25880",686613
"Hunter Greene","CIN",10.9975,10.6897,16.54,3.94263,30.78,30.78,0,0,,183.816,769.749,156.944,85.8213,80.5244,28.1852,61.4322,0.411,10.066,220.141,10.7786,3.00784,3.58349,1.38,0.285991,0.0798081,0.2061830386519432,0.224767,1.18801,0.286179,0.740874,0.336922,,3.90013,3.57638,3.40521,46.779998779296875,,,,,,,836.0000000000002,4.543478260869566,783,4.255434782608695,5.45,4.94,4.61,4.34,4.1,3.88,3.65,3.4,3.09,4.81,4.58,4.43,4.29,4.18,4.06,3.94,3.81,3.63,"Hunter Greene","22182",668881
"Jesús Luzardo","PHI",11.3957,10.1045,17.3304,3.57271,30.78,30.78,0,0,,180.975,752.182,159.109,77.8124,71.8412,23.3458,56.8416,0.7168,5.5992,198.88,9.89043,2.82677,3.49884,1.161,0.264404,0.0755689,0.1888350248336792,0.230679,1.19326,0.290393,0.753755,0.404959,,3.64934,3.51154,3.81902,84,,,,,,,852.1,4.707734806629834,815,4.502762430939226,5.07,4.58,4.25,3.99,3.77,3.55,3.34,3.1,2.8,4.43,4.22,4.08,3.96,3.85,3.74,3.63,3.5,3.34,"Jesus Luzardo","19959",666200
"Blake Snell","LAD",12.0635,8.365,16.8908,3.52492,29.16,29.16,0,0,,173.413,729.24,141.343,73.8997,67.9186,20.0003,75.8016,0.6906,4.7649,212.184,11.0122,3.93404,2.7992,1.038,0.290966,0.103946,0.1870199218392372,0.217895,1.25218,0.291346,0.757332,0.429979,,3.5811,3.47188,3.60067,59.220001220703125,,,,,,,848.6,4.905202312138728,786,4.543352601156069,5.06,4.56,4.22,3.96,3.73,3.51,3.29,3.05,2.75,4.42,4.2,4.05,3.92,3.81,3.7,3.58,3.45,3.28,"Blake Snell","13543",605483
"Joe Ryan","MIN",11.129,10.468,16.7455,3.81394,30.78,30.78,0,0,,182.4,752.786,163.074,82.4785,77.2959,26.5493,44.1103,0.3628,8.6337,199.284,9.83307,2.17649,4.51785,1.31,0.264728,0.0585961,0.20613203570246696,0.23295,1.13588,0.287901,0.733499,0.336177,,3.70973,3.4359,3.11253,65.33000183105469,,,,,,,829.8999999999999,4.559890109890109,798,4.384615384615385,5.29,4.79,4.46,4.2,3.97,3.75,3.53,3.29,2.98,4.64,4.43,4.28,4.16,4.05,3.94,3.83,3.7,3.53,"Joe Ryan","21390",657746
"Nathan Eovaldi","TEX",11.0814,9.4587,16.9009,3.57923,29.16,29.16,0,0,,174.547,722.761,162.893,75.7389,69.4159,20.2668,43.8651,0.6902,7.0751,171.919,8.86454,2.26178,3.91928,1.045,0.237865,0.060691,0.1771739237010479,0.242466,1.18455,0.297365,0.734477,0.46048,,3.55021,3.38789,3.1149,164.77999877929688,,,,,,,816.2,4.664000000000001,806,4.605714285714286,5.13,4.63,4.3,4.03,3.8,3.58,3.36,3.12,2.82,4.48,4.26,4.12,3.99,3.88,3.77,3.66,3.53,3.36,"Nathan Eovaldi","9132",543135
"Bryan Woo","SEA",12.2025,10.5474,19.0972,3.58679,32,32,0,0,,195.095,800.553,175.736,84.0596,77.7516,26.121,44.2122,0.6629,7.5236,195.635,9.02493,2.03957,4.42491,1.205,0.244375,0.0552271,0.18914800509810448,0.234685,1.12739,0.283866,0.741027,0.394619,,3.6657,3.29912,2.94639,48.88999938964844,,,,,,,901.6,4.6235897435897435,873,4.476923076923077,5.05,4.57,4.25,4,3.78,3.57,3.36,3.13,2.83,4.45,4.24,4.09,3.96,3.85,3.74,3.63,3.5,3.33,"Bryan Woo","30279",693433
"Ranger Suárez",,10.8498,9.3563,16.0603,3.54788,29.16,29.16,0,0,,168.759,706.697,161.807,73.0754,66.5264,17.7197,47.7642,0.7936,5.544,154.357,8.23191,2.54729,3.23164,0.945,0.21842,0.0675879,0.15083196759223938,0.247642,1.24183,0.299362,0.738759,0.481,,3.61847,3.26685,3.28477,181.6699981689453,,,,,,,754,4.461538461538462,757,4.479289940828402,5.12,4.62,4.29,4.02,3.79,3.57,3.35,3.11,2.81,4.44,4.24,4.1,3.98,3.87,3.77,3.66,3.54,3.38,"Ranger Suarez","17277",624133
"Pablo López","MIN",11.0398,10.5286,16.7027,3.80013,30.78,30.78,0,0,,181.85,757.708,172.253,82.9845,76.7837,22.9535,46.8544,0.7964,7.9105,180.943,8.95511,2.31889,3.86181,1.136,0.238803,0.061837,0.17696579173207283,0.245045,1.20488,0.299168,0.728036,0.421317,,3.68946,3.24317,3.00596,137.6699981689453,,,,,,,813.7,4.470879120879121,808,4.43956043956044,5.33,4.84,4.5,4.24,4.01,3.78,3.56,3.32,3.01,4.69,4.47,4.32,4.2,4.08,3.97,3.86,3.73,3.55,"Pablo Lopez","17085",641154
"Kyle Bradish","BAL",10.5108,8.7051,15.1506,3.68378,27.54,27.54,0,0,,161.808,678.157,148.602,72.0486,66.2296,19.3091,50.4583,0.4103,7.2305,170.63,9.4907,2.80656,3.38161,1.074,0.251609,0.074405,0.1772039532661438,0.2395,1.23022,0.300312,0.738322,0.452588,,3.647,3.20862,2.69586,83.11000061035156,,,,,,,748.6999999999999,4.621604938271605,734,4.530864197530864,5.32,4.78,4.42,4.14,3.89,3.66,3.42,3.17,2.84,4.67,4.42,4.25,4.1,3.98,3.85,3.72,3.58,3.39,"Kyle Bradish","24586",680694
"Logan Gilbert","SEA",11.0549,9.0066,16.1869,3.39317,29.16,29.16,0,0,,166.486,677.875,143.99,67.992,62.7684,20.9773,38.8917,0.928,5.8975,181.945,9.83568,2.10243,4.67825,1.134,0.268405,0.057373,0.21103211119771004,0.227442,1.09848,0.285968,0.748401,0.398605,,3.39451,3.16932,2.91159,30,,,,,,,824.7000000000002,4.968072289156628,786,4.734939759036145,4.87,4.38,4.05,3.8,3.57,3.36,3.14,2.91,2.62,4.2,4,3.87,3.76,3.65,3.55,3.45,3.33,3.18,"Logan Gilbert","22250",669302
"George Kirby","SEA",11.5158,9.815,17.1191,3.50268,30.78,30.78,0,0,,178.218,732.203,165.204,75.475,69.3602,22.0991,33.9991,0.4767,7.2459,173.868,8.78032,1.71695,5.11391,1.116,0.237459,0.046434,0.1910250224173069,0.239094,1.11775,0.289106,0.73532,0.42394,,3.49024,3.16165,2.87595,60.439998626708984,,,,,,,842.5999999999999,4.7337078651685385,829,4.657303370786517,5,4.51,4.19,3.93,3.71,3.5,3.28,3.05,2.75,4.35,4.15,4.01,3.89,3.79,3.69,3.58,3.46,3.3,"George Kirby","25436",669923
"Tyler Glasnow","LAD",10.3202,7.4781,13.7652,3.60028,25.92,25.92,0,0,,147.787,612.715,125.252,64.1923,59.1193,17.3567,54.3006,0.3407,4.2173,171.988,10.4738,3.30683,3.16734,1.057,0.280699,0.0886229,0.1920759081840515,0.226007,1.21495,0.295724,0.743047,0.447895,,3.52228,3.06635,2.99719,96.66999816894531,,,,,,,731.1000000000001,4.939864864864866,689,4.655405405405405,5.23,4.68,4.32,4.04,3.79,3.55,3.32,3.06,2.74,4.52,4.29,4.13,4,3.88,3.77,3.65,3.51,3.33,"Tyler Glasnow","14374",607192
"José Soriano","LAA",10.5809,10.7356,16.4609,3.65167,30.78,30.78,0,0,,177.273,758.548,168.502,79.6868,71.9268,14.9303,75.3003,0.6941,8.611,164.678,8.3606,3.82294,2.18696,0.758,0.217097,0.099269,0.11782801151275635,0.249767,1.3753,0.310229,0.736275,0.571798,,3.79215,3.0142,3.12029,369.6700134277344,,,,,,,763.9,4.315819209039548,768,4.338983050847458,5.29,4.78,4.45,4.18,3.94,3.72,3.49,3.25,2.93,4.65,4.43,4.27,4.14,4.02,3.9,3.79,3.65,3.47,"Jose Soriano","22100",667755
"Spencer Schwellenbach","ATL",10.9739,8.5106,16.0406,3.65097,27.54,27.54,0,0,,166.671,689.008,159.287,73.5542,67.6123,20.1116,38.2269,0.9088,6.3092,162.749,8.78819,2.0642,4.25743,1.086,0.236207,0.0554811,0.18072592839598656,0.247159,1.18505,0.301499,0.731941,0.453458,,3.5525,2.97869,3.18047,83.55999755859375,,,,,,,770.4,4.613173652694611,769,4.604790419161676,5.26,4.73,4.38,4.1,3.86,3.63,3.4,3.15,2.83,4.61,4.37,4.2,4.07,3.94,3.82,3.7,3.55,3.37,"Spencer Schwellenbach","31846",680885
"Brandon Woodruff","MIL",9.8533,9.2647,14.3098,3.84637,27.54,27.54,0,0,,159.667,661.693,143.426,73.1177,68.2374,23.2226,43.5176,0.3686,6.3463,168.077,9.47406,2.45298,3.86227,1.309,0.25401,0.0657671,0.1882430538535118,0.234422,1.17084,0.285838,0.737062,0.363943,,3.85747,2.95589,2.72519,125.66999816894531,,,,,,,715.3,4.470625,687,4.29375,5.47,4.91,4.55,4.26,4,3.76,3.52,3.26,2.93,4.81,4.55,4.37,4.22,4.09,3.96,3.83,3.67,3.48,"Brandon Woodruff","16162",605540
"Freddy Peralta","MIL",10.8468,10.4797,15.6414,3.91145,30.78,30.78,0,0,,177.641,750.489,153.722,82.8411,77.2036,24.8697,65.5206,0.5066,8.019,199.649,10.115,3.31954,3.04711,1.26,0.266025,0.0873039,0.17872092127799988,0.227081,1.23419,0.284801,0.739604,0.365926,,3.94929,2.94609,2.84169,62.66999816894531,,,,,,,787.3000000000001,4.423033707865169,743,4.174157303370786,5.43,4.93,4.6,4.33,4.1,3.87,3.65,3.4,3.09,4.76,4.55,4.4,4.28,4.18,4.07,3.96,3.83,3.66,"Freddy Peralta","18679",642547
"MacKenzie Gore","WSN",10.4623,10.756,15.7951,3.7648,30.78,30.78,0,0,,175.533,739.71,153.035,79.2538,73.4275,22.0977,66.7736,0.3773,6.8675,192.65,9.87762,3.42364,2.88512,1.133,0.26044,0.09027,0.1701699048280716,0.229759,1.25224,0.29012,0.744181,0.394355,,3.83525,2.93253,3.33677,217.55999755859375,,,,,,,798.0000000000002,4.53409090909091,758,4.306818181818182,5.3,4.79,4.46,4.19,3.96,3.74,3.52,3.27,2.96,4.63,4.42,4.27,4.15,4.04,3.93,3.82,3.69,3.52,"MacKenzie Gore","22201",669022
"Kevin Gausman","TOR",11.2581,10.6657,16.85,4.05133,30.78,30.78,0,0,,187.986,795.878,180.331,90.9631,84.6217,26.0675,55.4457,0.7282,4.5564,182.993,8.76094,2.65451,3.3004,1.248,0.229926,0.0696661,0.16025999933481216,0.245056,1.25422,0.292822,0.726675,0.380152,,3.94848,2.86733,2.29404,129.88999938964844,,,,,,,789.4000000000001,4.198936170212766,788,4.191489361702128,5.57,5.08,4.75,4.49,4.26,4.04,3.82,3.57,3.26,4.9,4.7,4.56,4.44,4.34,4.23,4.12,4,3.84,"Kevin Gausman","14107",592332
"Nick Pivetta","SDP",11.556,10.9796,17.1059,3.96357,32,32,0,0,,191.005,797.849,170.627,89.737,84.118,29.4997,58.8565,0.9462,5.624,209.923,9.89139,2.77327,3.56669,1.39,0.263111,0.073769,0.18934208154678345,0.232661,1.20145,0.285713,0.742605,0.337765,,3.95758,2.85836,2.68794,88.33000183105469,,,,,,,837.1,4.382722513089005,803,4.204188481675392,5.44,4.95,4.62,4.36,4.13,3.91,3.69,3.45,3.14,4.8,4.59,4.44,4.32,4.21,4.1,3.99,3.86,3.69,"Nick Pivetta","15454",601713
"Drew Rasmussen","TBR",10.5068,10.4399,14.4952,3.93121,30.78,30.78,0,0,,171.003,718.502,170.155,81.1634,74.6945,21.5084,44.8137,0.6071,6.0742,156.51,8.23723,2.35857,3.49247,1.132,0.217829,0.062371,0.15545788407325745,0.25487,1.2571,0.30361,0.723831,0.46686,,3.8325,2.84165,2.47909,143.3300018310547,,,,,,,713.8000000000002,4.174269005847954,730,4.269005847953216,5.58,5.05,4.69,4.41,4.16,3.93,3.69,3.43,3.1,4.93,4.68,4.51,4.37,4.24,4.12,3.99,3.84,3.65,"Drew Rasmussen","25385",656876
"Michael King",,10.0812,9.6415,13.6394,3.8614,29.16,29.16,0,0,,160.055,677.914,146.919,74.2492,68.6709,20.576,54.8907,0.8704,6.6639,163.038,9.16769,3.08653,2.97022,1.157,0.240499,0.08097,0.15952879190444946,0.238365,1.26087,0.291956,0.737329,0.409,,3.92284,2.83636,2.58331,150.22000122070312,,,,,,,683.5,4.271875,667,4.16875,5.5,4.95,4.6,4.31,4.06,3.82,3.59,3.33,3,4.81,4.57,4.41,4.27,4.15,4.03,3.9,3.76,3.58,"Michael King","19853",650633
"Shane McClanahan","TBR",8.9178,7.7622,12.8561,3.57771,24.3,24.3,0,0,,137.878,570.453,125.099,59.6527,54.8099,17.3114,40.3995,0.4552,3.9875,149.122,9.73389,2.63707,3.69117,1.13,0.261409,0.07082,0.19058889150619507,0.2378,1.20032,0.299715,0.749284,0.455863,,3.57006,2.80497,2.5738,229.22000122070312,,,,,,,653.1,4.732608695652174,635,4.601449275362318,5.28,4.7,4.32,4.02,3.76,3.51,3.27,3.01,2.68,4.57,4.31,4.14,3.99,3.86,3.73,3.6,3.45,3.26,"Shane McClanahan","21483",663556
"Aaron Nola","PHI",10.0101,10.3771,15.0444,3.98674,29.16,29.16,0,0,,171.168,718.589,165.734,81.8586,75.8225,25.1427,43.7262,0.5677,5.5626,166.56,8.7577,2.29912,3.80915,1.322,0.231787,0.0608501,0.1709369421005249,0.247623,1.22371,0.294373,0.732247,0.422958,,3.9624,2.79016,2.73106,217.11000061035156,,,,,,,710.3000000000001,4.153801169590643,714,4.175438596491228,5.58,5.06,4.72,4.44,4.2,3.97,3.74,3.49,3.16,4.88,4.67,4.52,4.39,4.28,4.17,4.06,3.93,3.76,"Aaron Nola","16149",605400
"Shane Bieber","TOR",10.7487,9.6626,15.602,3.8617,29.16,29.16,0,0,,172.131,723.24,171.674,80.3416,73.8576,21.918,40.8746,0.3869,5.4438,157.067,8.21235,2.13716,3.84265,1.146,0.217171,0.056516,0.1606549695134163,0.25361,1.23481,0.300753,0.726958,0.458183,,3.77277,2.77699,2.43876,125.66999816894531,,,,,,,730.9999999999998,4.249999999999999,750,4.3604651162790695,5.5,4.97,4.62,4.34,4.09,3.86,3.62,3.36,3.04,4.87,4.62,4.44,4.3,4.17,4.04,3.92,3.77,3.57,"Shane Bieber","19427",669456
"Chase Burns","CIN",8.6621,8.0156,10.7105,3.71002,36.68,22.68,0,0.6659,,137.954,572.678,121.386,61.345,56.868,18.6238,43.2633,0.7655,4.3718,157.573,10.2799,2.82246,3.64218,1.215,0.275151,0.0755456,0.19960499554872513,0.231192,1.19351,0.294576,0.74547,0.410098,,3.6416,2.76477,2.74916,999,,,,,,,651.9,4.723913043478261,622,4.507246376811594,5.68017,4.92955,4.45678,4.09329,3.78995,3.50473,3.23255,2.93545,2.58342,4.77272,4.47577,4.27678,4.10881,3.96084,3.82186,3.67287,3.50592,3.28795,"Chase Burns","35333",695505
"Shohei Ohtani","LAD",9.3083,6.6034,11.151,3.44827,24.3,24.3,0,0,,125.265,514.013,105.165,51.9681,47.9941,15.6859,38.8182,0.496,4.86,145.913,10.4835,2.789,3.75889,1.127,0.283871,0.0755199,0.20835097134113312,0.223596,1.14943,0.289825,0.754081,0.413059,,3.47941,2.75443,2.75373,1,,,,,,,615.2,4.921600000000001,577,4.616,5.14,4.54,4.16,3.85,3.59,3.34,3.1,2.84,2.51,4.38,4.14,3.97,3.83,3.7,3.58,3.45,3.31,3.12,"Shohei Ohtani","19755",660271
"Spencer Strider","ATL",10.502,8.6571,14.5445,3.83222,27.54,27.54,0,0,,160.846,674.406,139.707,73.4703,68.4885,21.1423,57.7426,0.696,7.1211,187.165,10.4727,3.23094,3.24137,1.183,0.277526,0.0856199,0.19190608710050583,0.229199,1.22757,0.295499,0.738629,0.373105,,3.72645,2.65907,2.88748,87.22000122070312,,,,,,,748.1000000000001,4.646583850931678,711,4.416149068322981,5.42,4.88,4.53,4.24,4,3.76,3.53,3.27,2.95,4.73,4.5,4.34,4.2,4.08,3.97,3.84,3.71,3.52,"Spencer Strider","27498",675911
"Eury Pérez","MIA",9.0219,9.7984,12.9515,3.99255,27.54,27.54,0,0,,154.035,647.479,134.653,72.875,68.3326,21.9586,53.6696,0.4701,5.3022,171.735,10.0341,3.13581,3.19985,1.283,0.265236,0.0828901,0.18234612792730331,0.228805,1.2226,0.285438,0.732627,0.323911,,3.90709,2.62409,2.48883,87.88999938964844,,,,,,,685,4.4480519480519485,651,4.2272727272727275,5.65,5.07,4.7,4.4,4.13,3.89,3.64,3.37,3.03,4.97,4.7,4.51,4.36,4.22,4.09,3.95,3.79,3.59,"Eury Perez","27768",691587
"Jack Flaherty","DET",9.995,10.0668,14.3905,3.91283,29.16,29.16,0,0,,165.689,708.071,151.647,77.7499,72.0346,21.8341,58.1999,0.8872,6.9412,178.953,9.7205,3.16135,3.0748,1.186,0.252733,0.082195,0.17053798586130142,0.235869,1.26652,0.2936,0.736823,0.39792,,3.8676,2.60652,2.36867,219.44000244140625,,,,,,,725.6000000000001,4.371084337349399,707,4.259036144578313,5.5,4.98,4.64,4.36,4.12,3.89,3.65,3.4,3.08,4.8,4.58,4.44,4.31,4.2,4.09,3.98,3.85,3.68,"Jack Flaherty","17479",656427
"Yusei Kikuchi","LAA",9.9381,11.4343,15.0232,4.09815,30.78,30.78,0,0,,177.726,747.69,165.423,86.937,80.9275,26.3627,62.8456,0.6782,5.4514,181.743,9.20344,3.18249,2.8919,1.335,0.243073,0.084053,0.1590200439095497,0.243487,1.28439,0.295066,0.738561,0.406722,,4.17111,2.5325,2.44586,371.8900146484375,,,,,,,728.4000000000001,4.092134831460674,712,4,5.66,5.15,4.81,4.54,4.3,4.07,3.84,3.59,3.27,4.97,4.76,4.61,4.49,4.38,4.27,4.16,4.03,3.86,"Yusei Kikuchi","20633",579328
"Sandy Alcantara","MIA",9.9731,11.9248,16.2714,4.15474,30.78,30.78,0,0,,186.581,795.317,189.524,93.4699,86.1329,22.2239,56.0642,0.8741,7.7042,158.635,7.65195,2.70433,2.82952,1.072,0.199461,0.0704929,0.12896793335676193,0.259072,1.31625,0.303801,0.70926,0.469893,,4.00846,2.51083,2.57548,158.55999755859375,,,,,,,745.1999999999998,3.9850267379679134,775,4.144385026737968,5.78,5.27,4.93,4.65,4.41,4.18,3.95,3.69,3.37,5.13,4.9,4.74,4.6,4.48,4.37,4.24,4.1,3.92,"Sandy Alcantara","18684",645261
