Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Brody Rodning",,0.0479,0.0572,0.0204,4.55094,0.7543,0.0523,0,0,,1,4.402,1.0165,0.5438,0.50566,0.138556,0.4334,0.0199,0.0427,0.7858,7.0722,3.9006,1.81311,1.247,0.17851,0.0984553,0.08005452156066895,0.258922,1.4499,0.292498,0.721462,0.411983,,4.79306,-0.00449094,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brody Rodning","sa3004591",676697
"Peter Strzelecki",,0.0451,0.0531,0,4.71267,1,0,0,0,,1,4.403,1.0247,0.5601,0.52363,0.144556,0.3998,0.0278,0.0604,0.8009,7.2081,3.5982,2.00325,1.301,0.181899,0.0908017,0.09109698235988617,0.259891,1.4245,0.293641,0.707294,0.394,,4.79316,-0.00449207,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Peter Strzelecki","21367",657265
"Jacob DeLabio",,0.0452,0.0529,0,4.66452,1,0,0,0,,1,4.444,0.9901,0.5564,0.51828,0.133889,0.5024,0.027,0.0479,0.8667,7.8003,4.5216,1.72512,1.205,0.195027,0.113051,0.08197569847106934,0.254283,1.4925,0.295948,0.717287,0.415017,,4.79319,-0.00449244,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jacob DeLabio","sa3017011",700832
"Drew VerHagen",,0.045,0.0531,0,4.7349,1,0,0,0,,1,4.403,1.0125,0.5619,0.5261,0.147556,0.4224,0.0277,0.0539,0.8445,7.6005,3.8016,1.99929,1.328,0.191801,0.0959346,0.09586646407842636,0.25785,1.4349,0.294736,0.710726,0.388002,,4.79326,-0.00449319,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Drew VerHagen","13424",572403
"Cy Nielson","PIT",0.0447,0.0586,0.0142,4.58028,0.8211,0.0381,0,0,,1,4.479,1.0112,0.5491,0.50892,0.117889,0.5071,0.0221,0.0677,0.8103,7.2927,4.5639,1.59791,1.061,0.180911,0.113217,0.06769368797540665,0.259003,1.5183,0.300171,0.716199,0.440674,,4.77149,-0.00449421,-0.0442872,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Cy Nielson","sa3020321",686951
"Phoenix Sanders",,0.045,0.0531,0,4.72338,1,0,0,0,,1,4.378,1.0465,0.5612,0.52482,0.150111,0.3773,0.0261,0.038,0.7694,6.9246,3.3957,2.03923,1.351,0.175742,0.0861809,0.08956144750118256,0.264088,1.4238,0.294556,0.710752,0.391992,,4.79368,-0.00449794,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Phoenix Sanders","20541",676637
"Dan Altavilla",,1.5944,1.7415,0,4.32583,34,0,0,0,,34,148.472,32.9322,17.6539,16.342,4.148,15.6223,0.8577,1.6797,30.0045,7.94237,4.13531,1.92062,1.098,0.202089,0.105221,0.09686809778213501,0.251065,1.42807,0.296691,0.722867,0.446,,4.48281,-0.00449988,-0.0257417,999,,,,,,,122.60000000000004,3.6058823529411774,124,3.6470588235294117,7.37,6.11,5.34,4.75,4.27,3.83,3.41,2.98,2.47,5.51,5.19,4.97,4.79,4.63,4.47,4.31,4.13,3.89,"Dan Altavilla","16507",656186
"Ricky Karcher",,0.0457,0.0524,0,4.56021,1,0,0,0,,1,4.502,0.9102,0.545,0.50669,0.121556,0.6502,0.0273,0.0449,1.0033,9.0297,5.8518,1.54306,1.094,0.222857,0.144425,0.07843180000782013,0.239092,1.5604,0.294046,0.730387,0.412995,,4.79406,-0.00450218,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ricky Karcher","23449",676689
"Sam Selman",,0.0455,0.0526,0,4.65084,1,0,0,0,,1,4.376,1.0065,0.5498,0.51676,0.157333,0.3972,0.0264,0.0418,0.8515,7.6635,3.5748,2.14376,1.416,0.194584,0.0907678,0.10381626337766647,0.255652,1.4037,0.289999,0.721545,0.33998,,4.79447,-0.0045068,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sam Selman","13397",572125
"Christian Herberholz","BAL",0.0461,0.052,0,4.71537,1,0,0,0,,1,4.399,1.0446,0.5623,0.52393,0.145333,0.4106,0.0267,0.0399,0.8006,7.2054,3.6954,1.94983,1.308,0.181996,0.0933394,0.08865650743246078,0.264556,1.4552,0.299499,0.713331,0.425987,,4.77477,-0.00450873,-0.0495869,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Christian Herberholz","sa3066289",815179
"Marcelo Martinez",,0.048,0.0591,0.0257,4.71573,0.6825,0.0675,0,0,,1,4.382,1.0473,0.5597,0.52397,0.148,0.3759,0.0178,0.0435,0.7419,6.6771,3.3831,1.97366,1.332,0.169306,0.0857828,0.08352351188659668,0.264296,1.4232,0.292674,0.710115,0.371565,,4.83354,-0.0045117,-0.0449403,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Marcelo Martinez","sa3005060",666502
"Kyle Whitten","TBR",0.0451,0.0563,0.0085,4.80474,0.8862,0.0242,0,0,,1,4.411,1.0637,0.5736,0.53386,0.149,0.4108,0.0236,0.0361,0.7658,6.8922,3.6972,1.86417,1.341,0.173611,0.0931308,0.08048061281442642,0.268333,1.4745,0.299971,0.711668,0.443303,,4.88124,-0.00451588,-0.0475194,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Kyle Whitten","sa3016936",671093
"Travis Lakins Sr.",,0.0461,0.0521,0,4.75398,1,0,0,0,,1,4.378,1.0246,0.5632,0.52822,0.157667,0.3949,0.0251,0.0425,0.8607,7.7463,3.5541,2.17954,1.419,0.196597,0.090201,0.10639563202857971,0.260011,1.4195,0.296668,0.714318,0.380884,,4.7756,-0.00451814,-0.0495869,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Travis Lakins Sr.","18600",664042
"Joshua Cornielly","NYM",0.0483,0.0527,0.0079,4.46688,0.9011,0.0211,0,0,,1,4.349,0.9639,0.5305,0.49632,0.151444,0.4044,0.0237,0.0491,0.8658,7.7922,3.6396,2.14095,1.363,0.19908,0.0929869,0.10609336942434311,0.247439,1.3683,0.282274,0.724566,0.363588,,4.73281,-0.00451877,-0.049602,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joshua Cornielly","sa3005890",681739
"Jake Faria",,0.0444,0.0537,0,4.88682,1,0,0,0,,1,4.419,1.0555,0.5804,0.54298,0.145667,0.4097,0.0253,0.0489,0.7807,7.0263,3.6873,1.90554,1.311,0.176669,0.0927133,0.08395564556121826,0.266513,1.4652,0.299876,0.701517,0.40799,,4.8432,-0.0045313,-0.0441655,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jake Faria","13699",607188
"Dusten Knight",,0.0451,0.053,0,4.70637,1,0,0,0,,1,4.374,1.0421,0.5596,0.52293,0.150333,0.3796,0.0272,0.0398,0.7745,6.9705,3.4164,2.04031,1.353,0.177069,0.0867855,0.09028349071741104,0.263516,1.4217,0.294335,0.711754,0.398996,,4.79867,-0.00455402,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Dusten Knight","16537",643400
"Taylor Broadway",,0.0457,0.0565,0.0109,4.78233,0.8574,0.0304,0,0,,1,4.386,1.0405,0.5671,0.53137,0.153556,0.3886,0.0227,0.0383,0.8062,7.2558,3.4974,2.07463,1.382,0.183812,0.0886001,0.09521204233169556,0.262812,1.4291,0.295713,0.709978,0.382982,,4.79966,-0.00456513,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Taylor Broadway","sa3017205",699479
"Tyler Zuber",,0.0454,0.0527,0,4.65975,1,0,0,0,,1,4.367,0.991,0.5523,0.51775,0.152111,0.4195,0.0276,0.04,0.8618,7.7562,3.7755,2.05435,1.369,0.197344,0.0960614,0.10128234326839447,0.253615,1.4105,0.289913,0.716633,0.37001,,4.76748,-0.00457812,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tyler Zuber","20379",676604
"Eli Lingos",,0.0456,0.0526,0,4.59702,1,0,0,0,,1,4.417,1.0306,0.5488,0.51078,0.137444,0.4389,0.0268,0.0395,0.7778,7.0002,3.9501,1.77216,1.237,0.176092,0.0993661,0.07672629505395889,0.261667,1.4695,0.295419,0.720943,0.411001,,4.80151,-0.00458599,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Eli Lingos","sa3006798",661526
"Hyeon-Jong Yang",,0.0476,0.0604,0.0275,4.68954,0.6496,0.0746,0,0,,1,4.356,1.0854,0.5587,0.52106,0.152333,0.3263,0.0158,0.032,0.6936,6.2424,2.9367,2.12565,1.371,0.159229,0.0749082,0.08432047814130783,0.271506,1.4117,0.296046,0.711763,0.404982,,4.80317,-0.00459448,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Hyeon-Jong Yang","27513",660365
"Richard Guasch","BAL",0.0463,0.0518,0,4.69026,1,0,0,0,,1,4.407,0.9966,0.5573,0.52114,0.148444,0.4496,0.0267,0.0481,0.8878,7.9902,4.0464,1.97464,1.336,0.201452,0.10202,0.09943270683288574,0.254931,1.4462,0.29521,0.717794,0.394918,,4.78241,-0.00459502,-0.0495869,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Richard Guasch","sa3008434",683014
"Adam Cimber",,0.045,0.0532,0,4.7061,1,0,0,0,,1,4.403,1.0714,0.5625,0.5229,0.134889,0.3678,0.0299,0.0707,0.7001,6.3009,3.3102,1.90348,1.214,0.159005,0.083534,0.07547126710414886,0.270248,1.4392,0.299252,0.701161,0.441005,,4.80399,-0.00460372,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adam Cimber","15288",643256
"Larson Kindreich","TEX",0.046,0.0521,0,4.52682,1,0,0,0,,1,4.452,0.9584,0.5402,0.50298,0.135556,0.5362,0.027,0.0464,0.8955,8.0595,4.8258,1.67009,1.22,0.201146,0.12044,0.08070529997348785,0.247687,1.4946,0.289903,0.731441,0.395896,,4.85416,-0.00460953,-0.0495392,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Larson Kindreich","sa3017505",695465
"Jake Haberer",,0.0463,0.0575,0.0157,4.70997,0.8005,0.0425,0,0,,1,4.432,1.0405,0.5636,0.52333,0.132778,0.4426,0.0213,0.0516,0.7696,6.9264,3.9834,1.73882,1.195,0.173646,0.0998646,0.0737815797328949,0.264234,1.4831,0.299043,0.708828,0.447007,,4.80465,-0.00461109,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jake Haberer","sa3008514",683065
"Matt Koch",,0.0448,0.0533,0,4.76937,1,0,0,0,,1,4.352,1.0945,0.5669,0.52993,0.157778,0.2957,0.0248,0.0417,0.6968,6.2712,2.6613,2.35644,1.42,0.16011,0.0679458,0.09216450899839401,0.27263,1.3902,0.296429,0.70409,0.402995,,4.80485,-0.00461334,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Matt Koch","13420",571863
"Steven Jennings",,0.0453,0.0528,0,4.6674,1,0,0,0,,1,4.378,1.0202,0.5548,0.5186,0.149444,0.4034,0.0266,0.0373,0.7978,7.1802,3.6306,1.97769,1.345,0.182229,0.0921425,0.09008680284023285,0.259112,1.4236,0.291217,0.715428,0.389015,,4.80441,-0.00461858,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Steven Jennings","sa3004812",675651
"Ben Hecht",,0.0451,0.0531,0,4.71681,1,0,0,0,,1,4.435,0.9849,0.56,0.52409,0.142444,0.4871,0.0269,0.0485,0.8945,8.0505,4.3839,1.83638,1.282,0.201691,0.109831,0.09186021238565445,0.252577,1.472,0.294312,0.716656,0.383993,,4.80471,-0.00462195,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ben Hecht","sa738501",643357
"Stephen Gonsalves",,0.0463,0.0519,0,4.47408,1,0,0,0,,1,4.466,0.9216,0.5333,0.49712,0.131556,0.5847,0.0269,0.0479,0.9691,8.7219,5.2623,1.65743,1.184,0.216995,0.130923,0.08607254922389984,0.240413,1.5063,0.289103,0.735938,0.379982,,4.80496,-0.0046247,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Stephen Gonsalves","15492",624427
"Nick Frasso",,0.0483,0.0612,0.0329,4.65588,0.5935,0.0865,0,0,,1,4.391,1.0274,0.5565,0.51732,0.140778,0.4095,0.0154,0.0495,0.7683,6.9147,3.6855,1.87619,1.267,0.174972,0.0932589,0.08171258866786957,0.261292,1.4369,0.2933,0.710108,0.430008,,4.80565,-0.00463245,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nick Frasso","sa3014492",693308
"Zac Kristofak",,0.0428,0.0554,0,4.83588,1,0,0,0,,1,4.384,1.055,0.5742,0.53732,0.158333,0.3844,0.0265,0.0401,0.7677,6.9093,3.4596,1.99714,1.425,0.175114,0.0876825,0.08743157982826233,0.266448,1.4394,0.295591,0.7105,0.401758,,4.93157,-0.00463404,-0.0466001,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Zac Kristofak","27585",670219
"Ignacio Feliz",,0.0452,0.0529,0,4.67118,1,0,0,0,,1,4.44,0.9838,0.5562,0.51902,0.137111,0.4889,0.0269,0.0586,0.877,7.893,4.4001,1.79382,1.234,0.197523,0.110113,0.08740990608930588,0.252742,1.4727,0.294154,0.715599,0.403009,,4.80608,-0.00463732,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ignacio Feliz","sa3002982",672553
"Josh Sanders","TEX",0.0451,0.053,0,4.7124,1,0,0,0,,1,4.407,1.038,0.5617,0.5236,0.145,0.4127,0.0267,0.0459,0.769,6.921,3.7143,1.86334,1.305,0.174495,0.0936465,0.08084864914417267,0.262891,1.4507,0.294292,0.712511,0.416214,,4.85794,-0.00465159,-0.0495392,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Sanders","sa3067414",699560
"Daniel Tillo",,0.0497,0.0624,0.0427,4.61916,0.5003,0.1063,0,0,,1,4.434,1.0522,0.5548,0.51324,0.128333,0.4485,0.0131,0.0412,0.7318,6.5862,4.0365,1.63166,1.155,0.165043,0.10115,0.06389264017343521,0.266765,1.5007,0.299551,0.71603,0.458005,,4.80897,-0.00465967,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Daniel Tillo","sa876284",664700
"Gerald Ogando","BAL",0.0463,0.0518,0,4.66128,1,0,0,0,,1,4.44,1.0133,0.5576,0.51792,0.133889,0.4736,0.0269,0.0568,0.8391,7.5519,4.2624,1.77175,1.205,0.188986,0.106667,0.08231981843709946,0.259183,1.4869,0.299465,0.715146,0.445579,,4.78869,-0.00466586,-0.0495869,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Gerald Ogando","sa3005026",676012
"Juan Then",,0.0449,0.0533,0,4.70394,1,0,0,0,,1,4.448,1.072,0.5654,0.52266,0.123444,0.4525,0.0266,0.0417,0.7064,6.3576,4.0725,1.56111,1.111,0.158813,0.101731,0.05708182603120804,0.271132,1.5245,0.303639,0.709563,0.483003,,4.80971,-0.00467815,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Juan Then","22828",672730
"Sam Delaplane",,0.0451,0.053,0,4.7106,1,0,0,0,,1,4.435,0.9819,0.5593,0.5234,0.142444,0.4931,0.0269,0.0451,0.8958,8.0622,4.4379,1.81667,1.282,0.201984,0.111184,0.0908004492521286,0.251976,1.475,0.293664,0.717871,0.382989,,4.80991,-0.0046804,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sam Delaplane","sa3004222",676845
"Corbin Martin",,0.0455,0.0526,0,4.60773,1,0,0,0,,1,4.427,0.9969,0.5505,0.51197,0.133222,0.4841,0.0245,0.0415,0.8613,7.7517,4.3569,1.77918,1.199,0.194556,0.109352,0.08520442247390747,0.255524,1.481,0.297115,0.718817,0.426996,,4.72123,-0.00468265,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Corbin Martin","19884",656686
"Trey McGough",,0.0486,0.0601,0.031,4.59351,0.6248,0.0798,0,0,,1,4.417,1.0226,0.5496,0.51039,0.135889,0.4557,0.0164,0.0359,0.7831,7.0479,4.1013,1.71846,1.223,0.177292,0.10317,0.07412271201610565,0.260509,1.4783,0.29494,0.721009,0.424003,,4.81029,-0.00468464,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Trey McGough","sa1170436",690736
"Jordan Brink",,0.045,0.0532,0,4.71825,1,0,0,0,,1,4.421,1.029,0.5624,0.52425,0.139889,0.4444,0.0268,0.0408,0.7994,7.1946,3.9996,1.79883,1.259,0.180819,0.10052,0.08029856532812119,0.261446,1.4734,0.296715,0.713081,0.415997,,4.81049,-0.00468689,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jordan Brink","sa829003",656259
"Seunghwan Oh",,0.0447,0.0534,0,4.77594,1,0,0,0,,1,4.371,1.0808,0.5678,0.53066,0.152667,0.3367,0.0265,0.0391,0.7181,6.4629,3.0303,2.13276,1.374,0.164287,0.0770304,0.08725693076848984,0.270525,1.4175,0.297057,0.705868,0.404006,,4.811,-0.00469264,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Seunghwan Oh","18719",493200
"Derek Diamond","PIT",0.0439,0.0613,0.019,4.78917,0.7502,0.0532,0,0,,1,4.373,1.1097,0.5712,0.53213,0.144444,0.3179,0.0196,0.0382,0.6458,5.8122,2.8611,2.03146,1.3,0.147679,0.0726961,0.07498283684253693,0.276258,1.4276,0.29915,0.698887,0.422021,,4.78961,-0.00469918,-0.0442872,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Derek Diamond","sa3020470",682981
"Jonathan Brand","BOS",0.0446,0.0535,0,4.83156,1,0,0,0,,1,4.421,1.0458,0.5752,0.53684,0.142444,0.4302,0.0268,0.0429,0.7739,6.9651,3.8718,1.79893,1.282,0.175051,0.0973083,0.07774258404970169,0.2649,1.476,0.297984,0.705637,0.419706,,4.85841,-0.00470132,-0.0441655,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jonathan Brand","sa3020567",701213
"Landon Tomkins","PIT",0.0432,0.055,0,4.68549,1,0,0,0,,1,4.456,1.0642,0.5627,0.52061,0.118667,0.4495,0.027,0.057,0.7037,6.3333,4.0455,1.56552,1.068,0.157922,0.100875,0.05704668164253235,0.269452,1.5137,0.302364,0.705716,0.470793,,4.7899,-0.00470244,-0.0442872,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Landon Tomkins","sa3022798",814280
"Michael Flynn",,0.0459,0.0555,0.0084,4.69647,0.8879,0.0239,0,0,,1,4.402,0.9896,0.557,0.52183,0.149222,0.4362,0.0236,0.056,0.8697,7.8273,3.9258,1.99381,1.343,0.197569,0.0990913,0.09847797453403473,0.253108,1.4258,0.2907,0.713952,0.373981,,4.81223,-0.00470637,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Michael Flynn","sa3006803",663901
"Travis Kuhn","DET",0.0452,0.0553,0.0065,4.61628,0.9159,0.0179,0,0,,1,4.44,1.0499,0.5548,0.51292,0.122889,0.4324,0.0246,0.0578,0.7063,6.3567,3.8916,1.63344,1.106,0.159077,0.0973874,0.06168920546770096,0.265811,1.4823,0.297061,0.707877,0.463842,,4.79069,-0.00471153,-0.0483639,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Travis Kuhn","sa3009928",674047
"Jimmy Lambert",,0.0452,0.0536,0.0016,4.74156,0.9777,0.0047,0,0,,1,4.407,0.9912,0.5612,0.52684,0.152667,0.4488,0.0272,0.0389,0.8848,7.9632,4.0392,1.97148,1.374,0.200771,0.101838,0.09893351048231125,0.252902,1.44,0.290972,0.716647,0.360009,,4.8133,-0.00471848,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jimmy Lambert","19541",669424
"Lisandro Santos",,0.0472,0.0509,0,4.51017,1,0,0,0,,1,4.444,0.9866,0.5391,0.50113,0.140333,0.4958,0.027,0.0416,0.8546,7.6914,4.4622,1.72368,1.263,0.192304,0.111566,0.08073808252811432,0.252547,1.4824,0.290647,0.733553,0.41033,,4.86247,-0.00472213,-0.0499084,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Lisandro Santos","sa945728",670873
"Reyes Moronta",,0.0452,0.0529,0,4.70511,1,0,0,0,,1,4.423,0.9541,0.5565,0.52279,0.15,0.4984,0.0267,0.041,0.9448,8.5032,4.4856,1.89567,1.35,0.213611,0.112684,0.100926972925663,0.245674,1.4525,0.288332,0.721127,0.345987,,4.81374,-0.00472335,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Reyes Moronta","14966",606625
"Luke Westphal",,0.0495,0.0624,0.0417,4.65255,0.5053,0.1053,0,0,,1,4.413,1.0277,0.5553,0.51695,0.141,0.4391,0.0131,0.0389,0.7934,7.1406,3.9519,1.80688,1.269,0.179787,0.0995015,0.08028551191091537,0.261169,1.4668,0.295508,0.718056,0.412007,,4.81534,-0.00473122,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Westphal","sa869541",661332
"Jeffrey Colon",,0.0457,0.0552,0.0078,4.66857,0.9002,0.0212,0,0,,1,4.433,1.0734,0.5615,0.51873,0.124778,0.4213,0.0241,0.0523,0.6818,6.1362,3.7917,1.61832,1.123,0.153801,0.0950372,0.05876382440328598,0.271102,1.4947,0.30088,0.706964,0.483022,,4.81445,-0.00473135,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jeffrey Colon","sa3006421",681738
"Luke Russo","PHI",0.046,0.0615,0.0252,4.77819,0.6702,0.0702,0,0,,1,4.388,1.0162,0.5678,0.53091,0.156889,0.4154,0.0175,0.045,0.82,7.38,3.7386,1.974,1.412,0.186873,0.0946673,0.09220601618289948,0.258733,1.4316,0.291222,0.712732,0.399961,,4.91589,-0.00473385,-0.044463,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Russo","sa3023502",689726
"Connor Holden",,0.0451,0.053,0,4.6773,1,0,0,0,,1,4.392,1.0618,0.5592,0.5197,0.14,0.379,0.0266,0.0475,0.7097,6.3873,3.411,1.87256,1.26,0.161589,0.0862933,0.07529599219560623,0.267759,1.4408,0.295847,0.708226,0.435997,,4.81524,-0.00474021,-0.0470323,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Connor Holden","sa3020401",801127
"Brayan Castillo","COL",0.042,0.0561,0,5.31351,1,0,0,0,,1,4.529,1.0757,0.6299,0.59039,0.148444,0.5214,0.0275,0.0477,0.8397,7.5573,4.6926,1.61047,1.336,0.185405,0.115125,0.07028041034936905,0.271648,1.5971,0.312023,0.696189,0.431112,,5.09281,-0.00474202,-0.0344685,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brayan Castillo","sa3006544",678899
"Ty Buttrey",,0.0478,0.0538,0.0108,4.33323,0.8747,0.0267,0,0,,1,4.343,0.9773,0.5186,0.48147,0.137333,0.4028,0.0229,0.0406,0.8452,7.6068,3.6252,2.09831,1.236,0.194612,0.092747,0.10186507552862167,0.250615,1.3801,0.287949,0.72527,0.412537,,4.56027,-0.00474242,-0.0553393,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ty Buttrey","14719",621142
"Colton Johnson","ATH",0.0458,0.0524,0,4.70007,1,0,0,0,,1,4.474,1.053,0.5644,0.52223,0.125222,0.4972,0.0271,0.0463,0.7159,6.4431,4.4748,1.43986,1.127,0.160013,0.111131,0.04888242483139038,0.267905,1.5502,0.300312,0.717003,0.46592,,4.96173,-0.00474415,-0.0450611,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Colton Johnson","sa3017750",687439
"Michael Arias",,0.0463,0.0556,0.0101,4.60872,0.8681,0.0281,0,0,,1,4.467,0.9712,0.5521,0.51208,0.125111,0.5559,0.0234,0.0456,0.8751,7.8759,5.0031,1.5742,1.126,0.195903,0.124446,0.07145737111568451,0.251248,1.5271,0.295289,0.721183,0.439997,,4.81588,-0.00474745,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Michael Arias","sa3017036",683522
"Zach Jackson","ATH",0.0455,0.0526,0,4.82535,1,0,0,0,,1,4.486,0.9364,0.5707,0.53615,0.145778,0.5949,0.029,0.0377,0.9819,8.8371,5.3541,1.65053,1.312,0.218881,0.132613,0.08626838028430939,0.243006,1.5313,0.29006,0.723773,0.346419,,4.96425,-0.00475179,-0.0450419,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Zach Jackson","19493",667427
"Nick Vespi",,0.0466,0.0515,0,4.59144,1,0,0,0,,1,4.425,1.0554,0.5511,0.51016,0.132111,0.4388,0.0278,0.0412,0.7478,6.7302,3.9492,1.70419,1.189,0.168994,0.0991638,0.0698304995894432,0.267529,1.4942,0.301227,0.720339,0.458595,,4.79698,-0.0047594,-0.0495869,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nick Vespi","21093",663989
